loss,accuracy,val_loss,val_accuracy,lr
0.4979771375656128,0.8274144530296326,1.1048673391342163,0.5542064309120178,1e-04
0.20860382914543152,0.932654857635498,0.8856029510498047,0.7580225467681885,1e-04
0.14554958045482635,0.9579904675483704,0.8955575823783875,0.7814397215843201,1e-04
0.1069425567984581,0.9657860398292542,0.8524906039237976,0.823070228099823,1e-04
0.07071229815483093,0.9776960015296936,1.042650818824768,0.7849089503288269,1e-04
0.08993545919656754,0.973365068435669,1.2974412441253662,0.7805724143981934,1e-04
0.08782879263162613,0.971199631690979,2.667752981185913,0.7302688360214233,1e-04
0.09798768907785416,0.971632719039917,1.8744593858718872,0.737207293510437,1e-04
0.12121489644050598,0.9556084871292114,2.2051796913146973,0.7692974805831909,1e-04
0.054539311677217484,0.9824599623680115,1.8660110235214233,0.8143972158432007,3.1622774e-05
0.02707614377140999,0.9922044277191162,1.7257425785064697,0.8057242035865784,3.1622774e-05
0.025253795087337494,0.9924209713935852,1.5995736122131348,0.8196010589599609,3.1622774e-05
0.014677086845040321,0.9963187575340271,1.5332179069519043,0.8152645230293274,3.1622774e-05
0.015031523071229458,0.9945864081382751,1.768845796585083,0.8022549748420715,3.1622774e-05
0.014480680227279663,0.9952360391616821,1.7173463106155396,0.8057242035865784,9.999999e-06
0.011371783912181854,0.9965353012084961,1.7265979051589966,0.8161318302154541,9.999999e-06
0.008602634072303772,0.9976180195808411,1.708631992340088,0.8083261251449585,9.999999e-06
0.010380061343312263,0.9969683885574341,1.6863597631454468,0.8143972158432007,9.999999e-06
0.009963469579815865,0.9976180195808411,1.792986512184143,0.8161318302154541,9.999999e-06
0.007245862856507301,0.998484194278717,1.6909009218215942,0.813529908657074,3.1622774e-06
0.007641037926077843,0.998484194278717,1.8380587100982666,0.8143972158432007,3.1622774e-06
0.007355043664574623,0.9976180195808411,1.8010516166687012,0.8109279870986938,3.1622774e-06
0.007340133190155029,0.9978345632553101,1.7857367992401123,0.8109279870986938,3.1622774e-06
0.006541928742080927,0.998267650604248,1.808426022529602,0.8117952942848206,3.1622774e-06
